Brand,Km_Driven,Fuel,Owner,Selling_Price
Mercedes,87446,CNG,Third Owner,322876
Toyota,183397,CNG,Second Owner,481858
Mahindra,83424,Diesel,First Owner,152486
Honda,54890,Petrol,Forth & Above Owner,433630
Toyota,32202,Diesel,Third Owner,294645
Jeep,115237,Diesel,Forth & Above Owner,106846
Fiat,38383,Diesel,Forth & Above Owner,341293
Volkswagen,105966,Petrol,Forth & Above Owner,430902
BMW,181794,Diesel,Second Owner,154390
Honda,9081,Diesel,First Owner,118549
Mercedes,162866,Diesel,Second Owner,215147
Skoda,143442,Petrol,Third Owner,444681
Mahindra,145248,Petrol,Forth & Above Owner,282854
Volkswagen,134914,CNG,First Owner,447493
Volvo,191881,CNG,First Owner,151280
TATA,180946,Petrol,Second Owner,220283
TATA,146657,Diesel,Third Owner,277723
Jaguar,44709,Diesel,Second Owner,494587
Audi,39929,CNG,Third Owner,334075
Honda,6374,Diesel,Second Owner,412739
Honda,18811,Diesel,First Owner,464647
Kia,128101,LPG,Forth & Above Owner,200506
Audi,51241,Diesel,Third Owner,214997
TATA,157969,Petrol,Second Owner,426436
Toyota,163496,Diesel,Second Owner,397893
Toyota,25630,LPG,Second Owner,460757
Hyundai,50236,Diesel,Second Owner,289130
TATA,17785,Petrol,Forth & Above Owner,299407
Skoda,170692,LPG,Forth & Above Owner,106911
Volvo,180164,CNG,Forth & Above Owner,298395
Toyota,91472,CNG,Forth & Above Owner,392773
Fiat,81407,Diesel,First Owner,423715
Volkswagen,108018,CNG,Third Owner,379809
Kia,129354,LPG,First Owner,237991
Volkswagen,18697,Diesel,Forth & Above Owner,205017
Mercedes,61053,CNG,Second Owner,410984
Hyundai,67954,Petrol,First Owner,138635
BMW,173102,CNG,Second Owner,283312
TATA,96233,LPG,First Owner,446274
Mercedes,130393,LPG,Third Owner,457172
Jeep,190553,LPG,Second Owner,277098
Audi,53662,CNG,Forth & Above Owner,132309
Jeep,103703,Diesel,Forth & Above Owner,262970
Kia,96651,Petrol,Third Owner,277735
Toyota,24098,Diesel,Forth & Above Owner,144019
BMW,153795,Diesel,First Owner,460603
Toyota,148044,LPG,First Owner,281533
Mercedes,81334,Diesel,First Owner,480389
Volvo,47226,Petrol,Second Owner,129306
Jaguar,183298,Diesel,Third Owner,112171
Toyota,13986,LPG,First Owner,211346
Fiat,155350,LPG,Forth & Above Owner,435577
Kia,188426,Diesel,First Owner,486798
Volkswagen,89988,Diesel,Second Owner,388724
Hyundai,154922,Diesel,First Owner,225426
Skoda,97358,Petrol,First Owner,361217
TATA,93313,Petrol,Third Owner,128282
BMW,42800,CNG,Forth & Above Owner,297523
Audi,106514,CNG,Third Owner,143001
Hyundai,77975,Diesel,First Owner,311961
Kia,176363,CNG,Forth & Above Owner,149507
Jaguar,146168,Petrol,First Owner,180376
BMW,147837,LPG,Forth & Above Owner,310179
Hyundai,176327,LPG,Third Owner,157912
TATA,190602,CNG,Second Owner,453334
Jaguar,26995,CNG,Third Owner,229099
Kia,101260,LPG,First Owner,287818
Honda,191412,CNG,Third Owner,224623
Skoda,140252,Diesel,Forth & Above Owner,321269
Toyota,108733,Diesel,Forth & Above Owner,136155
Mercedes,5570,CNG,First Owner,119165
Volkswagen,168667,Diesel,Forth & Above Owner,435222
Hyundai,196581,LPG,Third Owner,333806
Fiat,146812,CNG,Third Owner,290062
Hyundai,81903,Petrol,Second Owner,197003
Honda,85387,LPG,First Owner,372445
Volkswagen,161292,LPG,First Owner,153334
Volkswagen,141774,Petrol,First Owner,468774
Volvo,162937,LPG,Forth & Above Owner,364116
Fiat,132109,Petrol,Third Owner,219158
Jaguar,140818,CNG,Third Owner,219152
Skoda,132405,Diesel,Forth & Above Owner,483087
Skoda,169204,Diesel,Third Owner,286889
Volkswagen,135107,Diesel,First Owner,420448
Jaguar,92867,Diesel,Second Owner,213845
Audi,148427,CNG,Third Owner,417408
Jeep,130280,CNG,Forth & Above Owner,126198
TATA,173384,LPG,Forth & Above Owner,153023
Volvo,14684,Petrol,Forth & Above Owner,484381
Honda,96820,CNG,First Owner,231510
TATA,28537,Petrol,First Owner,445225
Jaguar,117424,Petrol,Third Owner,275609
Jeep,173501,LPG,Second Owner,424983
TATA,158927,Diesel,Third Owner,170823
Skoda,47566,CNG,Forth & Above Owner,292414
Mahindra,164246,CNG,Second Owner,235175
Hyundai,32858,Diesel,First Owner,432752
Jeep,101377,Petrol,First Owner,487799
Volkswagen,102670,LPG,Third Owner,487535
Audi,157126,Diesel,Forth & Above Owner,424337
Jeep,15437,LPG,First Owner,305050
Mahindra,119004,Petrol,Forth & Above Owner,187784
BMW,135086,Petrol,Third Owner,171440
Honda,159730,CNG,Second Owner,275958
Mercedes,10437,Diesel,Third Owner,201461
TATA,22299,Diesel,Third Owner,365181
Honda,139675,LPG,Second Owner,160054
Jeep,197051,Diesel,Forth & Above Owner,344800
Volvo,72522,LPG,First Owner,277011
Fiat,131847,Diesel,First Owner,253784
BMW,145278,Petrol,Second Owner,269330
Jaguar,113184,CNG,First Owner,166144
Toyota,13342,CNG,Third Owner,367780
Toyota,83848,LPG,Third Owner,123661
Honda,50596,Diesel,Third Owner,207732
Skoda,124624,Diesel,Second Owner,425861
BMW,85773,LPG,Forth & Above Owner,131973
Jaguar,23546,CNG,Third Owner,109413
Hyundai,81368,CNG,Third Owner,465928
Audi,74212,Petrol,Third Owner,190777
Volvo,29895,Petrol,Third Owner,186425
Mercedes,65773,CNG,Third Owner,262871
Hyundai,7133,LPG,Third Owner,177354
Fiat,145081,LPG,Forth & Above Owner,250571
Honda,32617,LPG,First Owner,113423
Toyota,167235,Petrol,Second Owner,123610
Skoda,168942,Diesel,Second Owner,219297
Honda,105036,Diesel,First Owner,315865
Fiat,122769,Petrol,Third Owner,308251
Jaguar,194862,Diesel,Forth & Above Owner,494437
TATA,170064,Petrol,First Owner,391537
TATA,188948,Diesel,Third Owner,173884
Fiat,62072,CNG,Third Owner,215168
Fiat,108773,LPG,Second Owner,350947
Jeep,150475,LPG,Third Owner,121980
Volkswagen,68964,Petrol,Third Owner,417276
Jaguar,64028,CNG,Third Owner,334211
Volkswagen,66535,CNG,Second Owner,169302
TATA,13605,LPG,Forth & Above Owner,122516
Skoda,81232,Diesel,Forth & Above Owner,226950
TATA,26781,Petrol,Forth & Above Owner,204837
Honda,101211,CNG,Third Owner,140171
Skoda,120798,CNG,Forth & Above Owner,254296
Toyota,143181,Petrol,Forth & Above Owner,144495
Skoda,64836,LPG,Second Owner,372986
Audi,29076,LPG,First Owner,166052
Volkswagen,145192,LPG,Forth & Above Owner,493834
Volvo,90809,Diesel,Second Owner,338406
Volvo,198214,Petrol,Third Owner,414095
Audi,18762,LPG,Third Owner,111585
Jaguar,64387,LPG,First Owner,185421
Kia,69009,Petrol,Second Owner,185572
Kia,57663,LPG,Forth & Above Owner,389465
Hyundai,62950,CNG,Third Owner,119301
Audi,171895,Diesel,First Owner,393957
Volvo,157742,CNG,First Owner,333447
Fiat,60748,Diesel,Second Owner,206160
Kia,65963,Diesel,First Owner,290118
Audi,19089,Diesel,Forth & Above Owner,414209
TATA,15105,Diesel,Third Owner,275996
TATA,103747,LPG,First Owner,236952
BMW,150195,Petrol,First Owner,402830
Skoda,43990,Diesel,Second Owner,105118
Hyundai,80536,Diesel,Forth & Above Owner,113204
Hyundai,170139,Petrol,Forth & Above Owner,227972
Mahindra,37822,Petrol,Second Owner,271499
Volkswagen,68018,Petrol,First Owner,445674
TATA,194657,LPG,Forth & Above Owner,386540
Fiat,106904,Diesel,First Owner,134300
Fiat,37843,Petrol,First Owner,318127
Skoda,131311,Diesel,Third Owner,343334
TATA,131741,Diesel,Second Owner,439534
Jeep,46620,CNG,Third Owner,157155
Kia,33479,LPG,Second Owner,313772
Jaguar,60199,Diesel,First Owner,371796
Volvo,52136,Diesel,Forth & Above Owner,211173
Kia,195676,LPG,First Owner,236789
Kia,168136,Diesel,Forth & Above Owner,472475
Jaguar,195329,Diesel,First Owner,289640
Jeep,30224,CNG,Forth & Above Owner,491337
Toyota,187604,Diesel,Second Owner,407039
Jaguar,130038,Diesel,Third Owner,367252
Volkswagen,10724,Petrol,Forth & Above Owner,217769
Toyota,168428,LPG,First Owner,256983
BMW,63928,CNG,Forth & Above Owner,105491
Skoda,80676,Diesel,Second Owner,190673
Skoda,56780,LPG,First Owner,122957
Mahindra,156342,Diesel,Third Owner,169615
Jaguar,141765,Diesel,Second Owner,103174
Hyundai,35252,LPG,First Owner,174588
Mercedes,33581,Petrol,Forth & Above Owner,215694
BMW,67313,Petrol,First Owner,360480
Honda,161693,CNG,Second Owner,392436
Jeep,190889,Petrol,Second Owner,121901
Jeep,198016,Diesel,Second Owner,142010
Mahindra,175720,Petrol,Second Owner,420437
Toyota,46122,LPG,First Owner,212645
Fiat,82023,Diesel,First Owner,114890
Hyundai,149903,Petrol,Forth & Above Owner,471244
Toyota,15354,CNG,Second Owner,289232
Mercedes,93275,Petrol,Forth & Above Owner,129208
Fiat,119348,CNG,Second Owner,255021
Jeep,97249,LPG,Third Owner,295685
Hyundai,120431,Petrol,Forth & Above Owner,398095
TATA,11043,LPG,First Owner,181330
Fiat,33268,LPG,Second Owner,136264
Honda,52237,LPG,Third Owner,202407
BMW,53809,Petrol,Third Owner,211587
TATA,103147,CNG,Third Owner,368083
Hyundai,33543,CNG,Third Owner,177549
Audi,51944,Petrol,Forth & Above Owner,196421
Toyota,146928,Diesel,Second Owner,209123
BMW,102282,Diesel,Third Owner,242071
Kia,102518,LPG,First Owner,351185
BMW,128282,LPG,Second Owner,329455
Volkswagen,91812,CNG,First Owner,357557
BMW,59112,LPG,Second Owner,474354
BMW,120305,CNG,Second Owner,249567
Toyota,6109,Petrol,Forth & Above Owner,455007
Hyundai,143273,Petrol,Third Owner,405167
Audi,165151,CNG,Third Owner,254410
BMW,47864,Diesel,First Owner,309245
Honda,195880,Diesel,Second Owner,236843
Mercedes,149480,LPG,Second Owner,174886
Hyundai,33990,LPG,Third Owner,129789
TATA,99115,CNG,First Owner,171555
Audi,56291,Diesel,Second Owner,299620
Audi,183224,Diesel,Forth & Above Owner,474583
Fiat,184899,Petrol,First Owner,195953
Honda,74954,Diesel,Third Owner,267558
TATA,47115,Diesel,Second Owner,474082
Hyundai,118753,Petrol,Forth & Above Owner,161526
Audi,167606,LPG,Second Owner,136711
Hyundai,57174,CNG,Forth & Above Owner,433970
Mahindra,79126,LPG,First Owner,141180
Volvo,93749,Petrol,Forth & Above Owner,399165
Jaguar,17401,CNG,Third Owner,290336
Honda,97805,Petrol,Forth & Above Owner,319917
Jeep,64124,CNG,Second Owner,122279
Hyundai,118962,CNG,Third Owner,190759
Fiat,144941,LPG,Third Owner,407358
Jeep,143210,CNG,Second Owner,195660
Jeep,175648,Petrol,Third Owner,385247
Fiat,23691,Diesel,First Owner,183342
Mercedes,167241,Petrol,Forth & Above Owner,252536
Honda,26140,CNG,Third Owner,304530
Toyota,157970,Diesel,Third Owner,242709
Toyota,77352,Diesel,Second Owner,168000
Mahindra,153683,LPG,First Owner,171286
Kia,116071,LPG,Second Owner,398010
Mercedes,190676,Diesel,First Owner,404100
BMW,195254,Diesel,Third Owner,359162
TATA,17331,LPG,First Owner,244598
Volkswagen,15681,LPG,Second Owner,182211
Kia,82623,Diesel,Third Owner,422055
Skoda,27527,CNG,Forth & Above Owner,463802
TATA,19561,Petrol,Forth & Above Owner,394276
Jaguar,153294,CNG,Forth & Above Owner,271892
Skoda,63386,CNG,Third Owner,134446
Kia,115868,CNG,First Owner,337563
Jaguar,7246,CNG,Second Owner,144659
Mercedes,118532,CNG,Third Owner,476842
Volvo,128859,CNG,Third Owner,425546
Mahindra,78222,CNG,Forth & Above Owner,235410
Audi,126286,CNG,Second Owner,310310
Honda,40299,Diesel,Second Owner,251982
BMW,111960,Diesel,Forth & Above Owner,385991
Volvo,193677,Petrol,Second Owner,227248
BMW,54955,LPG,Forth & Above Owner,180493
Volvo,52145,LPG,Third Owner,467937
Toyota,105840,Diesel,Second Owner,355661
Fiat,165483,LPG,Third Owner,203869
Mahindra,40863,CNG,Second Owner,446894
Mahindra,19846,CNG,Second Owner,404889
Mercedes,119221,Diesel,First Owner,382249
Kia,184971,CNG,Forth & Above Owner,414690
Hyundai,73280,Diesel,Forth & Above Owner,372897
Jaguar,199924,Diesel,Second Owner,358859
Fiat,175782,Diesel,First Owner,243466
Honda,44785,LPG,Third Owner,228465
BMW,17635,LPG,Forth & Above Owner,363958
Kia,122928,Diesel,Forth & Above Owner,400401
Toyota,187435,CNG,Forth & Above Owner,197260
Kia,32036,Diesel,Third Owner,194045
Jaguar,170658,Petrol,First Owner,139226
Toyota,150320,CNG,Third Owner,234647
Hyundai,113305,LPG,Forth & Above Owner,249209
BMW,38259,CNG,First Owner,441864
Fiat,92319,Petrol,Second Owner,332832
Fiat,40605,Petrol,Second Owner,495705
Volvo,111273,Petrol,Second Owner,275159
Volkswagen,76254,CNG,Second Owner,362944
Toyota,175691,CNG,Third Owner,490505
Mercedes,132682,Diesel,Forth & Above Owner,369546
Kia,40651,Diesel,Third Owner,103732
BMW,175025,CNG,Third Owner,256125
TATA,87758,Diesel,Third Owner,278546
Jeep,32002,Petrol,Third Owner,411911
Fiat,144189,LPG,Forth & Above Owner,186406
Toyota,156216,Petrol,Forth & Above Owner,150423
Honda,183418,Petrol,Second Owner,474805
Jeep,182890,Petrol,Third Owner,212005
Skoda,39719,Diesel,First Owner,193728
Audi,80067,CNG,Third Owner,109388
Skoda,27707,Petrol,Forth & Above Owner,123589
TATA,15630,Diesel,First Owner,322409
BMW,34896,LPG,First Owner,338927
Audi,53616,LPG,First Owner,335417
TATA,116077,LPG,First Owner,466566
Hyundai,160278,Diesel,First Owner,348916
TATA,156037,Diesel,Forth & Above Owner,362497
Kia,189727,Petrol,First Owner,139706
Mercedes,157612,Diesel,Forth & Above Owner,160678
Jeep,116719,Diesel,Second Owner,459999
Volkswagen,49415,CNG,Second Owner,411908
Volkswagen,114462,Petrol,Forth & Above Owner,288210
BMW,154399,Petrol,Second Owner,375526
TATA,111283,Petrol,Second Owner,315379
Toyota,199679,Diesel,Third Owner,473823
Fiat,41569,CNG,Second Owner,145902
BMW,151705,LPG,Forth & Above Owner,224948
Toyota,102019,CNG,Forth & Above Owner,349281
Volkswagen,61331,Diesel,Forth & Above Owner,174926
Toyota,68475,Petrol,Forth & Above Owner,306704
Volvo,89532,Petrol,Second Owner,359920
Mahindra,148854,LPG,Forth & Above Owner,137534
Honda,124438,Petrol,First Owner,221922
Audi,177041,CNG,Third Owner,240014
Fiat,24436,Petrol,Third Owner,163045
Volvo,141157,Petrol,Forth & Above Owner,333904
Audi,109248,Diesel,Third Owner,283783
Kia,180831,Petrol,First Owner,355641
Volkswagen,180773,CNG,First Owner,238879
Honda,60521,LPG,Forth & Above Owner,130475
Mahindra,129871,Petrol,Third Owner,333583
Audi,18737,LPG,First Owner,371923
Fiat,147582,Diesel,First Owner,490462
Jeep,59359,CNG,Third Owner,387539
Audi,11714,Diesel,Second Owner,344495
BMW,55578,LPG,Second Owner,290955
Skoda,159889,CNG,Second Owner,227956
Jaguar,111442,CNG,Third Owner,147453
Hyundai,124611,CNG,Third Owner,104846
Mahindra,130698,CNG,Second Owner,460962
TATA,187908,CNG,Third Owner,116701
Volvo,176346,Diesel,First Owner,474399
Mercedes,118582,Diesel,First Owner,251154
Mercedes,41448,Diesel,Third Owner,144207
Kia,10822,Petrol,Third Owner,464230
Skoda,74523,Petrol,Forth & Above Owner,292964
Jeep,102432,Diesel,First Owner,208092
Kia,191270,LPG,Forth & Above Owner,356644
TATA,165839,LPG,Second Owner,273029
Toyota,26855,Petrol,Second Owner,279652
Jeep,58291,CNG,Second Owner,114602
Jeep,74530,CNG,First Owner,391189
Skoda,107735,LPG,Forth & Above Owner,196124
Volkswagen,122358,LPG,First Owner,363330
Honda,145782,LPG,Second Owner,177255
Hyundai,24081,Diesel,Forth & Above Owner,388319
Volkswagen,107741,CNG,Second Owner,426380
Audi,97718,CNG,First Owner,451439
Kia,26857,Petrol,Third Owner,252796
Mahindra,13681,Petrol,Forth & Above Owner,384315
Fiat,19053,LPG,Third Owner,441334
Skoda,119062,Diesel,Third Owner,149473
Skoda,185481,Diesel,Second Owner,293739
Volvo,39915,CNG,Second Owner,107221
Toyota,160349,Petrol,Third Owner,498898
Audi,19191,Diesel,First Owner,484749
Volkswagen,92709,Diesel,Third Owner,334811
Jeep,24747,Diesel,Forth & Above Owner,356949
Volkswagen,177525,CNG,Forth & Above Owner,336023
Kia,45863,LPG,First Owner,254229
Volvo,109979,CNG,First Owner,480288
Volvo,146505,CNG,Second Owner,292953
Mercedes,6059,LPG,Third Owner,424700
Honda,60229,CNG,Second Owner,476962
Mercedes,81882,LPG,Third Owner,237925
Mahindra,181775,Petrol,Third Owner,276578
Mahindra,17492,LPG,Forth & Above Owner,284669
Honda,25849,Petrol,Second Owner,394960
Hyundai,198888,Petrol,First Owner,159207
Skoda,93582,CNG,Third Owner,186584
Kia,179842,CNG,Third Owner,170848
Mercedes,10364,Petrol,Forth & Above Owner,345309
TATA,18238,Diesel,Forth & Above Owner,288632
Mahindra,112842,Petrol,Forth & Above Owner,348187
Volvo,60030,Petrol,Third Owner,221099
Mahindra,93261,LPG,Third Owner,389325
TATA,116923,Petrol,First Owner,242837
Fiat,199701,Petrol,Second Owner,234161
Volkswagen,184121,CNG,Second Owner,267690
BMW,101437,CNG,Second Owner,127198
Hyundai,154760,CNG,Forth & Above Owner,165173
Hyundai,191421,Diesel,Third Owner,323962
Volkswagen,12075,LPG,Second Owner,299724
Hyundai,14578,LPG,Second Owner,461136
Audi,39201,Petrol,Third Owner,190455
Hyundai,82834,LPG,Third Owner,267183
Kia,97559,CNG,First Owner,209860
Jeep,60854,LPG,First Owner,151180
Honda,34225,CNG,Forth & Above Owner,440340
Toyota,64138,Petrol,First Owner,466801
Mercedes,48743,LPG,Third Owner,371947
Hyundai,195374,Petrol,Second Owner,494994
Jeep,190024,LPG,First Owner,431398
TATA,119183,Petrol,Third Owner,336942
Mercedes,34578,LPG,Second Owner,309543
Jaguar,12135,CNG,Forth & Above Owner,336243
Honda,28453,Diesel,Third Owner,182866
Mahindra,12988,Petrol,Third Owner,317427
Audi,140515,Petrol,Forth & Above Owner,228004
Audi,84509,Petrol,Second Owner,165766
Kia,185125,CNG,First Owner,333416
Mercedes,155010,CNG,Third Owner,149149
Toyota,158421,Petrol,Second Owner,426580
Hyundai,98122,Diesel,Forth & Above Owner,445116
Fiat,144347,CNG,Forth & Above Owner,105026
Hyundai,191281,Diesel,Forth & Above Owner,382763
Jaguar,115633,Petrol,First Owner,321585
Volvo,77767,Diesel,First Owner,447831
Jaguar,177601,Petrol,Forth & Above Owner,122015
Jaguar,27898,CNG,Forth & Above Owner,386032
Kia,111673,LPG,Second Owner,359910
Mercedes,181397,Petrol,Forth & Above Owner,365272
Jeep,104967,LPG,First Owner,427773
TATA,191220,Diesel,First Owner,447712
Skoda,119441,Petrol,Second Owner,186716
Skoda,161428,LPG,Third Owner,259148
Hyundai,159182,Diesel,Third Owner,471991
Hyundai,147075,LPG,First Owner,345695
Jaguar,16749,Petrol,Second Owner,293513
Toyota,48490,Diesel,Third Owner,147995
Jeep,197591,LPG,Forth & Above Owner,130408
Jeep,98506,Diesel,Second Owner,445404
TATA,86205,Diesel,Forth & Above Owner,469307
Volvo,70555,Petrol,Forth & Above Owner,196005
Mercedes,199010,LPG,Second Owner,466193
Hyundai,115483,Diesel,Second Owner,293871
Hyundai,124228,Petrol,First Owner,451165
Toyota,176307,CNG,Third Owner,329255
Mahindra,196929,LPG,First Owner,243955
Mercedes,108620,LPG,Third Owner,187249
Fiat,120779,Petrol,First Owner,131150
TATA,78257,LPG,Second Owner,133169
Toyota,144666,Diesel,Forth & Above Owner,419947
Volkswagen,68473,Diesel,Forth & Above Owner,135093
TATA,105435,CNG,Forth & Above Owner,143294
Kia,47030,CNG,Third Owner,232484
Jaguar,52990,Petrol,Second Owner,120319
Skoda,33139,Petrol,Third Owner,315244
Toyota,101019,CNG,First Owner,338157
BMW,108363,CNG,Second Owner,290836
Mahindra,94050,LPG,Forth & Above Owner,277355
Toyota,168196,CNG,Forth & Above Owner,413075
BMW,109537,CNG,Second Owner,329817
Kia,107817,Diesel,Third Owner,453879
Audi,61240,CNG,Third Owner,212932
Fiat,39520,CNG,Third Owner,365768
Jaguar,166453,LPG,Forth & Above Owner,374936
Jeep,78246,Diesel,Forth & Above Owner,153567
Mahindra,82259,Diesel,Second Owner,275088
Volvo,10044,Diesel,Second Owner,459896
Audi,199597,Petrol,Second Owner,312443
Volkswagen,6137,Diesel,Third Owner,464216
Mahindra,42532,Diesel,Third Owner,407424
Mercedes,66361,LPG,Second Owner,223857
Jeep,78071,CNG,Forth & Above Owner,234237
Jaguar,119102,Petrol,Third Owner,425214
TATA,108341,LPG,Second Owner,117519
BMW,190795,LPG,Forth & Above Owner,457700
BMW,157115,Diesel,Forth & Above Owner,237468
Jeep,28069,Petrol,Second Owner,193322
Jaguar,128749,Petrol,First Owner,233703
Volkswagen,27018,Petrol,Second Owner,278975
Skoda,148836,Diesel,Third Owner,143553
Mercedes,50660,Diesel,Third Owner,470456
Jaguar,72088,Petrol,Second Owner,282096
Honda,157133,Petrol,First Owner,255142
Kia,54630,Petrol,Forth & Above Owner,171463
Volvo,44416,Diesel,Third Owner,188431
Kia,97092,LPG,First Owner,474714
Toyota,117405,LPG,First Owner,322714
TATA,110020,Petrol,Second Owner,297772
Volvo,197208,Petrol,Forth & Above Owner,382160
Volkswagen,150947,Petrol,Third Owner,280989
BMW,188624,LPG,Third Owner,431606
BMW,135307,CNG,Third Owner,347441
Jaguar,150024,CNG,Second Owner,196194
Jaguar,97554,Petrol,Forth & Above Owner,214183
Volkswagen,87999,LPG,First Owner,153223
Hyundai,80875,Diesel,Third Owner,145986
Skoda,64884,LPG,Forth & Above Owner,334235
Mahindra,192871,Diesel,First Owner,456344
Mahindra,15121,CNG,Forth & Above Owner,288627
TATA,15275,CNG,First Owner,323348
Toyota,121365,LPG,Second Owner,392506
Fiat,76392,CNG,Third Owner,264364
TATA,161098,LPG,Third Owner,161895
Toyota,35065,Petrol,First Owner,404250
Audi,61134,LPG,First Owner,138956
Toyota,13844,CNG,Second Owner,266451
Fiat,126130,Diesel,First Owner,436664
Jaguar,65299,CNG,Second Owner,389102
Honda,13322,Petrol,First Owner,151016
Mercedes,115602,Petrol,Second Owner,233280
Mercedes,20882,Petrol,Third Owner,336810
Kia,121189,Petrol,Forth & Above Owner,486610
Mahindra,43876,Petrol,Second Owner,182358
Kia,159730,LPG,First Owner,272730
Toyota,78871,Petrol,Forth & Above Owner,118936
BMW,188362,LPG,Forth & Above Owner,150376
Hyundai,94865,Diesel,First Owner,318984
Kia,73845,Diesel,Second Owner,248663
Mahindra,102448,Diesel,First Owner,449908
Volkswagen,174628,CNG,Third Owner,433997
Hyundai,93605,Petrol,First Owner,479770
Honda,144119,Petrol,Third Owner,102398
Jaguar,7762,LPG,First Owner,326555
Mahindra,34747,Diesel,First Owner,182248
Fiat,188309,Petrol,Second Owner,442621
BMW,147079,Petrol,Forth & Above Owner,301885
Honda,187312,LPG,Third Owner,337971
Mahindra,20736,Diesel,Second Owner,361142
Jaguar,142904,CNG,Forth & Above Owner,388938
Mercedes,184268,LPG,Forth & Above Owner,499233
BMW,120603,Diesel,First Owner,465563
Honda,142197,Diesel,Second Owner,319787
Mahindra,81717,Diesel,First Owner,264519
Fiat,148061,LPG,Second Owner,262467
Mercedes,140427,CNG,Forth & Above Owner,338155
Kia,129188,CNG,Second Owner,352688
Volvo,185057,LPG,Forth & Above Owner,136795
TATA,87990,Diesel,Forth & Above Owner,484211
Audi,15785,CNG,Forth & Above Owner,376488
Mercedes,181048,Petrol,Forth & Above Owner,257207
Hyundai,5241,LPG,Forth & Above Owner,194728
Hyundai,82011,CNG,Second Owner,217936
Volvo,104968,Petrol,First Owner,131882
Toyota,51349,Petrol,Forth & Above Owner,106021
Honda,145068,Diesel,Third Owner,228561
Toyota,13544,Petrol,Forth & Above Owner,175071
BMW,76234,LPG,First Owner,423863
Hyundai,125197,CNG,Second Owner,248132
Toyota,160008,LPG,Third Owner,389687
Honda,15429,Petrol,Forth & Above Owner,216667
Skoda,59997,CNG,First Owner,131423
Fiat,60601,LPG,Forth & Above Owner,249155
Toyota,186480,CNG,Second Owner,216328
BMW,193296,Petrol,Third Owner,483482
Kia,103630,Petrol,First Owner,371289
Fiat,18612,CNG,Third Owner,270062
Jaguar,44378,CNG,First Owner,449810
Volvo,137341,Petrol,Forth & Above Owner,361131
Jaguar,37966,Diesel,First Owner,216264
Toyota,86260,Diesel,First Owner,166926
Hyundai,130154,CNG,Forth & Above Owner,147503
Mahindra,65506,Diesel,Forth & Above Owner,185459
Volkswagen,9728,Petrol,First Owner,417325
Fiat,196844,LPG,Forth & Above Owner,420326
Honda,15123,CNG,First Owner,412823
Kia,147421,Diesel,First Owner,282211
Honda,191097,LPG,First Owner,198780
Volvo,157112,Petrol,Second Owner,274292
Jaguar,59773,CNG,Third Owner,358118
Mercedes,41344,CNG,Forth & Above Owner,350842
Jeep,26670,LPG,Second Owner,256105
TATA,21737,LPG,Third Owner,312641
Volvo,50302,Petrol,Forth & Above Owner,287022
Volvo,190981,CNG,Third Owner,175634
Mahindra,175218,Diesel,Third Owner,109307
Skoda,110737,Diesel,Third Owner,144662
Mercedes,124602,CNG,Third Owner,198971
Jeep,198720,LPG,First Owner,388540
Mahindra,21506,CNG,Second Owner,414564
Toyota,149695,Petrol,Second Owner,397966
Volkswagen,70301,CNG,Third Owner,282893
Volvo,112477,CNG,Second Owner,266338
Volvo,165533,CNG,First Owner,104233
Jaguar,24378,Diesel,Third Owner,397989
Volkswagen,159772,Diesel,Third Owner,454767
Kia,166599,Diesel,Second Owner,282938
Fiat,58466,CNG,Forth & Above Owner,301720
Fiat,109427,CNG,Third Owner,496780
Jaguar,48554,LPG,Second Owner,264169
Skoda,173801,Petrol,Forth & Above Owner,273449
BMW,40160,Diesel,Third Owner,404983
Fiat,104812,LPG,Forth & Above Owner,364033
Mahindra,165617,Diesel,Forth & Above Owner,388439
Fiat,126806,Petrol,Forth & Above Owner,443687
Kia,22475,LPG,Forth & Above Owner,424577
Fiat,43609,Diesel,Second Owner,142227
Hyundai,92224,Diesel,First Owner,342547
Mahindra,62386,LPG,Second Owner,404567
Hyundai,58423,Petrol,Third Owner,412679
Volkswagen,55831,Petrol,First Owner,251155
BMW,96579,CNG,First Owner,195525
Fiat,95198,CNG,Forth & Above Owner,222051
Audi,44029,Petrol,Second Owner,192495
Volvo,106025,Petrol,Second Owner,377601
Jeep,174913,CNG,Second Owner,482174
Honda,63373,LPG,Forth & Above Owner,153520
Toyota,132034,LPG,Third Owner,420871
Fiat,96499,CNG,Third Owner,280854
Fiat,63391,CNG,Forth & Above Owner,324200
Kia,10343,Petrol,First Owner,415307
Mercedes,185879,Diesel,Second Owner,382120
Mercedes,38528,Diesel,Third Owner,246798
Honda,183712,Diesel,First Owner,176815
Volkswagen,188697,Petrol,First Owner,189162
Honda,171059,Diesel,Second Owner,365425
TATA,186933,LPG,First Owner,206235
Kia,165418,LPG,First Owner,147030
Honda,59278,CNG,Third Owner,481024
Skoda,174882,CNG,First Owner,248202
Fiat,8871,Petrol,Second Owner,414979
Skoda,156219,Petrol,Third Owner,186724
Hyundai,85216,LPG,Second Owner,419274
TATA,135280,LPG,Second Owner,468980
Jeep,186016,Diesel,Second Owner,132904
Mahindra,60723,Petrol,Second Owner,376589
BMW,47515,Diesel,First Owner,431000
BMW,109780,LPG,Third Owner,375758
Kia,123593,LPG,Third Owner,199155
